ID,时刻,wxd,气压高度,Height高度,航班ID,日期
1957,0:53:31,514,560,527,14861,20170124
1957,0:53:31,503.3,560,527,14861,20170124
1957,0:53:31,486.1,560,527,14861,20170124
1957,0:53:31,488.4,560,527,14861,20170124
1958,0:53:32,492.1,552,519,14861,20170124
1958,0:53:32,480.4,552,519,14861,20170124
1958,0:53:32,481.8,552,519,14861,20170124
1958,0:53:32,465.1,552,519,14861,20170124
1959,0:53:33,461.1,544,511,14861,20170124
1959,0:53:33,474.6,544,511,14861,20170124
1959,0:53:33,475.9,544,511,14861,20170124
1959,0:53:33,471.5,544,511,14861,20170124
1960,0:53:34,465,524,491,14861,20170124
1960,0:53:34,460.1,524,491,14861,20170124
1960,0:53:34,456.5,524,491,14861,20170124
1960,0:53:34,460.6,524,491,14861,20170124
1961,0:53:35,468,516,483,14861,20170124
1961,0:53:35,427.3,516,483,14861,20170124
1961,0:53:35,440.8,516,483,14861,20170124
1961,0:53:35,442.3,516,483,14861,20170124
1962,0:53:36,393.4,508,475,14861,20170124
1962,0:53:36,420.3,508,475,14861,20170124
1962,0:53:36,442,508,475,14861,20170124
1962,0:53:36,444.9,508,475,14861,20170124
1963,0:53:37,440.9,496,463,14861,20170124
1963,0:53:37,435,496,463,14861,20170124
1963,0:53:37,419.9,496,463,14861,20170124
1963,0:53:37,403.1,496,463,14861,20170124
1964,0:53:38,396.3,480,447,14861,20170124
1964,0:53:38,408.1,480,447,14861,20170124
1964,0:53:38,422.3,480,447,14861,20170124
1964,0:53:38,425,480,447,14861,20170124
1965,0:53:39,422.5,468,435,14861,20170124
1965,0:53:39,421.1,468,435,14861,20170124
1965,0:53:39,417,468,435,14861,20170124
1965,0:53:39,415.9,468,435,14861,20170124
1966,0:53:40,410.1,460,427,14861,20170124
1966,0:53:40,401.3,460,427,14861,20170124
1966,0:53:40,399.4,460,427,14861,20170124
1966,0:53:40,398.5,460,427,14861,20170124
1967,0:53:41,400.6,452,419,14861,20170124
1967,0:53:41,405.4,452,419,14861,20170124
1967,0:53:41,402,452,419,14861,20170124
1967,0:53:41,396,452,419,14861,20170124
1968,0:53:42,394.4,432,399,14861,20170124
1968,0:53:42,388.3,432,399,14861,20170124
1968,0:53:42,386.8,432,399,14861,20170124
1968,0:53:42,375.5,432,399,14861,20170124
1969,0:53:43,376.5,424,391,14861,20170124
1969,0:53:43,378.3,424,391,14861,20170124
1969,0:53:43,378.5,424,391,14861,20170124
1969,0:53:43,380.3,424,391,14861,20170124
1970,0:53:44,377.9,412,379,14861,20170124
1970,0:53:44,365,412,379,14861,20170124
1970,0:53:44,361.4,412,379,14861,20170124
1970,0:53:44,351.8,412,379,14861,20170124
1971,0:53:45,352,404,371,14861,20170124
1971,0:53:45,348.3,404,371,14861,20170124
1971,0:53:45,337.9,404,371,14861,20170124
1971,0:53:45,321.1,404,371,14861,20170124
1972,0:53:46,328.4,384,351,14861,20170124
1972,0:53:46,335.4,384,351,14861,20170124
1972,0:53:46,329.9,384,351,14861,20170124
1972,0:53:46,326.1,384,351,14861,20170124
1973,0:53:47,331.5,376,343,14861,20170124
1973,0:53:47,331,376,343,14861,20170124
1973,0:53:47,318.3,376,343,14861,20170124
1973,0:53:47,301.1,376,343,14861,20170124
1974,0:53:48,299.6,364,331,14861,20170124
1974,0:53:48,292.1,364,331,14861,20170124
1974,0:53:48,290.1,364,331,14861,20170124
1974,0:53:48,289.6,364,331,14861,20170124
1975,0:53:49,285.6,356,323,14861,20170124
1975,0:53:49,282.9,356,323,14861,20170124
1975,0:53:49,297.3,356,323,14861,20170124
1975,0:53:49,305,356,323,14861,20170124
1976,0:53:50,289.4,336,303,14861,20170124
1976,0:53:50,290,336,303,14861,20170124
1976,0:53:50,291.9,336,303,14861,20170124
1976,0:53:50,286.4,336,303,14861,20170124
1977,0:53:51,287.1,328,295,14861,20170124
1977,0:53:51,286,328,295,14861,20170124
1977,0:53:51,281.1,328,295,14861,20170124
1977,0:53:51,283.4,328,295,14861,20170124
1978,0:53:52,282.6,316,283,14861,20170124
1978,0:53:52,278.9,316,283,14861,20170124
1978,0:53:52,279.3,316,283,14861,20170124
1978,0:53:52,274.9,316,283,14861,20170124
1979,0:53:53,274.4,308,275,14861,20170124
1979,0:53:53,267.3,308,275,14861,20170124
1979,0:53:53,267.5,308,275,14861,20170124
1979,0:53:53,257.3,308,275,14861,20170124
1980,0:53:54,248.4,288,255,14861,20170124
1980,0:53:54,249.8,288,255,14861,20170124
1980,0:53:54,245.6,288,255,14861,20170124
1980,0:53:54,240,288,255,14861,20170124
1981,0:53:55,239,280,247,14861,20170124
1981,0:53:55,238.3,280,247,14861,20170124
1981,0:53:55,233.4,280,247,14861,20170124
1981,0:53:55,225.6,280,247,14861,20170124
1982,0:53:56,225,272,239,14861,20170124
1982,0:53:56,227,272,239,14861,20170124
1982,0:53:56,226.3,272,239,14861,20170124
1982,0:53:56,207.6,272,239,14861,20170124
1983,0:53:57,197.1,264,231,14861,20170124
1983,0:53:57,203.6,264,231,14861,20170124
1983,0:53:57,215,264,231,14861,20170124
1983,0:53:57,209.4,264,231,14861,20170124
1984,0:53:58,184.6,244,211,14861,20170124
1984,0:53:58,183.9,244,211,14861,20170124
1984,0:53:58,195.6,244,211,14861,20170124
1984,0:53:58,201.1,244,211,14861,20170124
1985,0:53:59,199.3,236,203,14861,20170124
1985,0:53:59,196,236,203,14861,20170124
1985,0:53:59,194.8,236,203,14861,20170124
1985,0:53:59,190.4,236,203,14861,20170124
1986,0:54:00,190,228,195,14861,20170124
1986,0:54:00,184.9,228,195,14861,20170124
1986,0:54:00,184.3,228,195,14861,20170124
1986,0:54:00,181.6,228,195,14861,20170124
1987,0:54:01,179.1,216,183,14861,20170124
1987,0:54:01,174.5,216,183,14861,20170124
1987,0:54:01,174.6,216,183,14861,20170124
1987,0:54:01,169.1,216,183,14861,20170124
1988,0:54:02,167.6,200,167,14861,20170124
1988,0:54:02,164.9,200,167,14861,20170124
1988,0:54:02,163.4,200,167,14861,20170124
1988,0:54:02,158.1,200,167,14861,20170124
1989,0:54:03,157.8,188,155,14861,20170124
1989,0:54:03,152.1,188,155,14861,20170124
1989,0:54:03,150.8,188,155,14861,20170124
1989,0:54:03,147.3,188,155,14861,20170124
1990,0:54:04,144.9,180,147,14861,20170124
1990,0:54:04,142.4,180,147,14861,20170124
1990,0:54:04,141.3,180,147,14861,20170124
1990,0:54:04,137.4,180,147,14861,20170124
1991,0:54:05,134,172,139,14861,20170124
1991,0:54:05,131,172,139,14861,20170124
1991,0:54:05,129.6,172,139,14861,20170124
1991,0:54:05,125.6,172,139,14861,20170124
1992,0:54:06,123.3,148,115,14861,20170124
1992,0:54:06,119.9,148,115,14861,20170124
1992,0:54:06,116.8,148,115,14861,20170124
1992,0:54:06,112,148,115,14861,20170124
1993,0:54:07,110.3,140,107,14861,20170124
1993,0:54:07,108.1,140,107,14861,20170124
1993,0:54:07,104.6,140,107,14861,20170124
1993,0:54:07,103.9,140,107,14861,20170124
1994,0:54:08,99.3,128,95,14861,20170124
1994,0:54:08,96.1,128,95,14861,20170124
1994,0:54:08,91.1,128,95,14861,20170124
1994,0:54:08,89.9,128,95,14861,20170124
1995,0:54:09,86.3,116,77,14861,20170124
1995,0:54:09,84.4,116,77,14861,20170124
1995,0:54:09,80.6,116,77,14861,20170124
1995,0:54:09,77.3,116,77,14861,20170124
1996,0:54:10,74.1,92,63,14861,20170124
1996,0:54:10,69.8,92,63,14861,20170124
1996,0:54:10,66.5,92,63,14861,20170124
1996,0:54:10,62.9,92,63,14861,20170124
1997,0:54:11,61.1,80,51,14861,20170124
1997,0:54:11,56.6,80,51,14861,20170124
1997,0:54:11,55.3,80,51,14861,20170124
1997,0:54:11,50.6,80,51,14861,20170124
1998,0:54:12,47.6,68,36,14861,20170124
1998,0:54:12,42.6,68,36,14861,20170124
1998,0:54:12,42.1,68,36,14861,20170124
1998,0:54:12,36.3,68,36,14861,20170124
1999,0:54:13,35.8,56,25,14861,20170124
1999,0:54:13,30.6,56,25,14861,20170124
1999,0:54:13,29.1,56,25,14861,20170124
1999,0:54:13,24.6,56,25,14861,20170124
2000,0:54:14,22.8,28,15,14861,20170124
2000,0:54:14,19.5,28,15,14861,20170124
2000,0:54:14,17.5,28,15,14861,20170124
2000,0:54:14,15.1,28,15,14861,20170124
2001,0:54:15,13.4,16,8,14861,20170124
2001,0:54:15,11.3,16,8,14861,20170124
2001,0:54:15,10.1,16,8,14861,20170124
2001,0:54:15,8.3,16,8,14861,20170124
2002,0:54:16,7.1,8,5,14861,20170124
2002,0:54:16,5.9,8,5,14861,20170124
2002,0:54:16,5.4,8,5,14861,20170124
2002,0:54:16,4.5,8,5,14861,20170124
2003,0:54:17,4.1,4,3,14861,20170124
2003,0:54:17,3.6,4,3,14861,20170124
2003,0:54:17,3.4,4,3,14861,20170124
2003,0:54:17,3,4,3,14861,20170124
2004,0:54:18,2.8,-4,2,14861,20170124
2004,0:54:18,2.3,-4,2,14861,20170124
2004,0:54:18,2.1,-4,2,14861,20170124
2004,0:54:18,1.6,-4,2,14861,20170124
2005,0:54:19,1.3,-8,0,14861,20170124
2005,0:54:19,0.9,-8,0,14861,20170124
2005,0:54:19,0.6,-8,0,14861,20170124
2005,0:54:19,0.3,-8,0,14861,20170124
2006,0:54:20,-0.3,-12,0,14861,20170124
2006,0:54:20,-0.6,-12,0,14861,20170124
2006,0:54:20,-0.8,-12,0,14861,20170124
2006,0:54:20,-1,-12,0,14861,20170124
4533,17:18:53,502.5,512,500,14862,20170122
4533,17:18:53,502.4,512,500,14862,20170122
4533,17:18:53,499.6,512,500,14862,20170122
4533,17:18:53,495.3,512,500,14862,20170122
4534,17:18:54,482.8,504,492,14862,20170122
4534,17:18:54,483.8,504,492,14862,20170122
4534,17:18:54,492,504,492,14862,20170122
4534,17:18:54,490.1,504,492,14862,20170122
4535,17:18:55,480.5,496,484,14862,20170122
4535,17:18:55,478.1,496,484,14862,20170122
4535,17:18:55,477.1,496,484,14862,20170122
4535,17:18:55,478,496,484,14862,20170122
4536,17:18:56,469.5,476,464,14862,20170122
4536,17:18:56,470.5,476,464,14862,20170122
4536,17:18:56,462.9,476,464,14862,20170122
4536,17:18:56,455.8,476,464,14862,20170122
4537,17:18:57,459.9,464,452,14862,20170122
4537,17:18:57,459.9,464,452,14862,20170122
4537,17:18:57,449.5,464,452,14862,20170122
4537,17:18:57,450.5,464,452,14862,20170122
4538,17:18:58,445.1,456,444,14862,20170122
4538,17:18:58,441.1,456,444,14862,20170122
4538,17:18:58,440,456,444,14862,20170122
4538,17:18:58,439.9,456,444,14862,20170122
4539,17:18:59,436.9,444,432,14862,20170122
4539,17:18:59,427,444,432,14862,20170122
4539,17:18:59,425.4,444,432,14862,20170122
4539,17:18:59,425.3,444,432,14862,20170122
4540,17:19:00,421,428,416,14862,20170122
4540,17:19:00,419.9,428,416,14862,20170122
4540,17:19:00,415.9,428,416,14862,20170122
4540,17:19:00,416,428,416,14862,20170122
4541,17:19:01,408.1,420,408,14862,20170122
4541,17:19:01,408.9,420,408,14862,20170122
4541,17:19:01,408.5,420,408,14862,20170122
4541,17:19:01,403.8,420,408,14862,20170122
4542,17:19:02,392.9,408,396,14862,20170122
4542,17:19:02,395.9,408,396,14862,20170122
4542,17:19:02,396.5,408,396,14862,20170122
4542,17:19:02,389.9,408,396,14862,20170122
4543,17:19:03,388.5,400,388,14862,20170122
4543,17:19:03,389,400,388,14862,20170122
4543,17:19:03,388.9,400,388,14862,20170122
4543,17:19:03,384.4,400,388,14862,20170122
4544,17:19:04,379.1,384,372,14862,20170122
4544,17:19:04,378,384,372,14862,20170122
4544,17:19:04,372.1,384,372,14862,20170122
4544,17:19:04,369.6,384,372,14862,20170122
4545,17:19:05,368.9,376,364,14862,20170122
4545,17:19:05,368.9,376,364,14862,20170122
4545,17:19:05,361.5,376,364,14862,20170122
4545,17:19:05,361.5,376,364,14862,20170122
4546,17:19:06,357.3,364,352,14862,20170122
4546,17:19:06,359,364,352,14862,20170122
4546,17:19:06,352.3,364,352,14862,20170122
4546,17:19:06,348.4,364,352,14862,20170122
4547,17:19:07,345.4,356,344,14862,20170122
4547,17:19:07,351.3,356,344,14862,20170122
4547,17:19:07,339.5,356,344,14862,20170122
4547,17:19:07,334.3,356,344,14862,20170122
4548,17:19:08,331.1,340,328,14862,20170122
4548,17:19:08,329.6,340,328,14862,20170122
4548,17:19:08,328,340,328,14862,20170122
4548,17:19:08,325.6,340,328,14862,20170122
4549,17:19:09,322,328,316,14862,20170122
4549,17:19:09,319.9,328,316,14862,20170122
4549,17:19:09,316.8,328,316,14862,20170122
4549,17:19:09,312.1,328,316,14862,20170122
4550,17:19:10,306.9,320,308,14862,20170122
4550,17:19:10,304.4,320,308,14862,20170122
4550,17:19:10,301.3,320,308,14862,20170122
4550,17:19:10,295.4,320,308,14862,20170122
4551,17:19:11,296.1,312,300,14862,20170122
4551,17:19:11,294.8,312,300,14862,20170122
4551,17:19:11,298.9,312,300,14862,20170122
4551,17:19:11,295.6,312,300,14862,20170122
4552,17:19:12,283.4,296,284,14862,20170122
4552,17:19:12,278.8,296,284,14862,20170122
4552,17:19:12,275.8,296,284,14862,20170122
4552,17:19:12,273.1,296,284,14862,20170122
4553,17:19:13,269.4,288,276,14862,20170122
4553,17:19:13,267.9,288,276,14862,20170122
4553,17:19:13,264,288,276,14862,20170122
4553,17:19:13,263,288,276,14862,20170122
4554,17:19:14,258.9,280,268,14862,20170122
4554,17:19:14,256.5,280,268,14862,20170122
4554,17:19:14,249.5,280,268,14862,20170122
4554,17:19:14,249.3,280,268,14862,20170122
4555,17:19:15,244.3,272,260,14862,20170122
4555,17:19:15,243.4,272,260,14862,20170122
4555,17:19:15,239.8,272,260,14862,20170122
4555,17:19:15,238.3,272,260,14862,20170122
4556,17:19:16,239.9,256,244,14862,20170122
4556,17:19:16,246.3,256,244,14862,20170122
4556,17:19:16,242,256,244,14862,20170122
4556,17:19:16,239.8,256,244,14862,20170122
4557,17:19:17,234.9,252,240,14862,20170122
4557,17:19:17,232.9,252,240,14862,20170122
4557,17:19:17,231.1,252,240,14862,20170122
4557,17:19:17,231.3,252,240,14862,20170122
4558,17:19:18,226.4,244,232,14862,20170122
4558,17:19:18,223.1,244,232,14862,20170122
4558,17:19:18,219.9,244,232,14862,20170122
4558,17:19:18,216.1,244,232,14862,20170122
4559,17:19:19,213.9,236,224,14862,20170122
4559,17:19:19,210.4,236,224,14862,20170122
4559,17:19:19,207.6,236,224,14862,20170122
4559,17:19:19,204.4,236,224,14862,20170122
4560,17:19:20,205.5,216,204,14862,20170122
4560,17:19:20,203.3,216,204,14862,20170122
4560,17:19:20,198.9,216,204,14862,20170122
4560,17:19:20,196.1,216,204,14862,20170122
4561,17:19:21,194.3,208,196,14862,20170122
4561,17:19:21,190.6,208,196,14862,20170122
4561,17:19:21,188.9,208,196,14862,20170122
4561,17:19:21,186.1,208,196,14862,20170122
4562,17:19:22,182.4,200,188,14862,20170122
4562,17:19:22,179.9,200,188,14862,20170122
4562,17:19:22,177.8,200,188,14862,20170122
4562,17:19:22,175.9,200,188,14862,20170122
4563,17:19:23,172.3,192,180,14862,20170122
4563,17:19:23,171,192,180,14862,20170122
4563,17:19:23,167.8,192,180,14862,20170122
4563,17:19:23,166.3,192,180,14862,20170122
4564,17:19:24,162.3,172,160,14862,20170122
4564,17:19:24,162.1,172,160,14862,20170122
4564,17:19:24,155.9,172,160,14862,20170122
4564,17:19:24,154.8,172,160,14862,20170122
4565,17:19:25,150.6,164,152,14862,20170122
4565,17:19:25,149.3,164,152,14862,20170122
4565,17:19:25,151.5,164,152,14862,20170122
4565,17:19:25,152,164,152,14862,20170122
4566,17:19:26,147.1,156,144,14862,20170122
4566,17:19:26,145.3,156,144,14862,20170122
4566,17:19:26,141.5,156,144,14862,20170122
4566,17:19:26,139.3,156,144,14862,20170122
4567,17:19:27,137.1,148,136,14862,20170122
4567,17:19:27,133,148,136,14862,20170122
4567,17:19:27,132.3,148,136,14862,20170122
4567,17:19:27,128.6,148,136,14862,20170122
4568,17:19:28,128,132,120,14862,20170122
4568,17:19:28,125.4,132,120,14862,20170122
4568,17:19:28,123.8,132,120,14862,20170122
4568,17:19:28,119.8,132,120,14862,20170122
4569,17:19:29,119,124,112,14862,20170122
4569,17:19:29,119,124,112,14862,20170122
4569,17:19:29,112.8,124,112,14862,20170122
4569,17:19:29,107.1,124,112,14862,20170122
4570,17:19:30,104.1,116,104,14862,20170122
4570,17:19:30,101.8,116,104,14862,20170122
4570,17:19:30,100.6,116,104,14862,20170122
4570,17:19:30,96.6,116,104,14862,20170122
4571,17:19:31,97.6,108,96,14862,20170122
4571,17:19:31,91.8,108,96,14862,20170122
4571,17:19:31,88.1,108,96,14862,20170122
4571,17:19:31,85.4,108,96,14862,20170122
4572,17:19:32,82.1,92,76,14862,20170122
4572,17:19:32,80.4,92,76,14862,20170122
4572,17:19:32,77.1,92,76,14862,20170122
4572,17:19:32,75.8,92,76,14862,20170122
4573,17:19:33,72.1,80,65,14862,20170122
4573,17:19:33,70,80,65,14862,20170122
4573,17:19:33,67.1,80,65,14862,20170122
4573,17:19:33,65.4,80,65,14862,20170122
4574,17:19:34,60.8,68,54,14862,20170122
4574,17:19:34,60.8,68,54,14862,20170122
4574,17:19:34,54.9,68,54,14862,20170122
4574,17:19:34,54.4,68,54,14862,20170122
4575,17:19:35,48.4,60,42,14862,20170122
4575,17:19:35,47.9,60,42,14862,20170122
4575,17:19:35,42.5,60,42,14862,20170122
4575,17:19:35,41.5,60,42,14862,20170122
4576,17:19:36,37.1,36,30,14862,20170122
4576,17:19:36,35.6,36,30,14862,20170122
4576,17:19:36,31.5,36,30,14862,20170122
4576,17:19:36,29.6,36,30,14862,20170122
4577,17:19:37,26.5,24,20,14862,20170122
4577,17:19:37,24.4,24,20,14862,20170122
4577,17:19:37,22,24,20,14862,20170122
4577,17:19:37,20.1,24,20,14862,20170122
4578,17:19:38,17.8,16,13,14862,20170122
4578,17:19:38,16.5,16,13,14862,20170122
4578,17:19:38,14.5,16,13,14862,20170122
4578,17:19:38,13.3,16,13,14862,20170122
4579,17:19:39,11.6,4,8,14862,20170122
4579,17:19:39,10.3,4,8,14862,20170122
4579,17:19:39,8.6,4,8,14862,20170122
4579,17:19:39,7.6,4,8,14862,20170122
4580,17:19:40,6.1,-16,3,14862,20170122
4580,17:19:40,5,-16,3,14862,20170122
4580,17:19:40,3.6,-16,3,14862,20170122
4580,17:19:40,3,-16,3,14862,20170122
4581,17:19:41,1.6,-24,-1,14862,20170122
4581,17:19:41,1.1,-24,-1,14862,20170122
4581,17:19:41,0,-24,-1,14862,20170122
4581,17:19:41,-0.6,-24,-1,14862,20170122
6039,21:11:34,-0.6,-568,0,14863,20170122
6039,21:11:34,-1.1,-568,0,14863,20170122
6039,21:11:34,-0.6,-568,0,14863,20170122
6039,21:11:34,-1,-568,0,14863,20170122
9550,4:03:15,507.3,636,481,14864,20170123
9550,4:03:15,501.8,636,481,14864,20170123
9550,4:03:15,497.1,636,481,14864,20170123
9550,4:03:15,496.4,636,481,14864,20170123
9551,4:03:16,481.4,620,465,14864,20170123
9551,4:03:16,476.9,620,465,14864,20170123
9551,4:03:16,465.9,620,465,14864,20170123
9551,4:03:16,459.4,620,465,14864,20170123
9552,4:03:17,462.3,604,449,14864,20170123
9552,4:03:17,459.4,604,449,14864,20170123
9552,4:03:17,453.9,604,449,14864,20170123
9552,4:03:17,452,604,449,14864,20170123
9553,4:03:18,447.9,596,441,14864,20170123
9553,4:03:18,448.1,596,441,14864,20170123
9553,4:03:18,443.1,596,441,14864,20170123
9553,4:03:18,440.1,596,441,14864,20170123
9554,4:03:19,435.3,572,417,14864,20170123
9554,4:03:19,429.4,572,417,14864,20170123
9554,4:03:19,420,572,417,14864,20170123
9554,4:03:19,408.6,572,417,14864,20170123
9555,4:03:20,400.6,560,405,14864,20170123
9555,4:03:20,398.6,560,405,14864,20170123
9555,4:03:20,396.1,560,405,14864,20170123
9555,4:03:20,388.9,560,405,14864,20170123
9556,4:03:21,380.9,552,397,14864,20170123
9556,4:03:21,380,552,397,14864,20170123
9556,4:03:21,375.8,552,397,14864,20170123
9556,4:03:21,375.4,552,397,14864,20170123
9557,4:03:22,376.1,540,385,14864,20170123
9557,4:03:22,373.5,540,385,14864,20170123
9557,4:03:22,368,540,385,14864,20170123
9557,4:03:22,365.3,540,385,14864,20170123
9558,4:03:23,356.8,524,369,14864,20170123
9558,4:03:23,355.4,524,369,14864,20170123
9558,4:03:23,358.5,524,369,14864,20170123
9558,4:03:23,357.3,524,369,14864,20170123
9559,4:03:24,356.6,512,357,14864,20170123
9559,4:03:24,357.1,512,357,14864,20170123
9559,4:03:24,358.5,512,357,14864,20170123
9559,4:03:24,359.5,512,357,14864,20170123
9560,4:03:25,354.3,500,345,14864,20170123
9560,4:03:25,352.3,500,345,14864,20170123
9560,4:03:25,356.8,500,345,14864,20170123
9560,4:03:25,362.8,500,345,14864,20170123
9561,4:03:26,362.4,488,333,14864,20170123
9561,4:03:26,365,488,333,14864,20170123
9561,4:03:26,360,488,333,14864,20170123
9561,4:03:26,357.4,488,333,14864,20170123
9562,4:03:27,351.8,464,309,14864,20170123
9562,4:03:27,345.5,464,309,14864,20170123
9562,4:03:27,343.1,464,309,14864,20170123
9562,4:03:27,341.9,464,309,14864,20170123
9563,4:03:28,338.1,452,297,14864,20170123
9563,4:03:28,334,452,297,14864,20170123
9563,4:03:28,330.5,452,297,14864,20170123
9563,4:03:28,329.3,452,297,14864,20170123
9564,4:03:29,325.5,444,289,14864,20170123
9564,4:03:29,321.8,444,289,14864,20170123
9564,4:03:29,320.3,444,289,14864,20170123
9564,4:03:29,315.6,444,289,14864,20170123
9565,4:03:30,315.1,432,277,14864,20170123
9565,4:03:30,312.1,432,277,14864,20170123
9565,4:03:30,306.9,432,277,14864,20170123
9565,4:03:30,302.6,432,277,14864,20170123
9566,4:03:31,304.5,408,253,14864,20170123
9566,4:03:31,299,408,253,14864,20170123
9566,4:03:31,295.3,408,253,14864,20170123
9566,4:03:31,291.8,408,253,14864,20170123
9567,4:03:32,285,400,245,14864,20170123
9567,4:03:32,284.1,400,245,14864,20170123
9567,4:03:32,280.4,400,245,14864,20170123
9567,4:03:32,277.8,400,245,14864,20170123
9568,4:03:33,267.9,392,237,14864,20170123
9568,4:03:33,266.5,392,237,14864,20170123
9568,4:03:33,262.8,392,237,14864,20170123
9568,4:03:33,261.8,392,237,14864,20170123
9569,4:03:34,252.9,380,225,14864,20170123
9569,4:03:34,245.4,380,225,14864,20170123
9569,4:03:34,223.9,380,225,14864,20170123
9569,4:03:34,220.5,380,225,14864,20170123
9570,4:03:35,213.9,364,209,14864,20170123
9570,4:03:35,212.3,364,209,14864,20170123
9570,4:03:35,206.9,364,209,14864,20170123
9570,4:03:35,204.9,364,209,14864,20170123
9571,4:03:36,198,352,197,14864,20170123
9571,4:03:36,194.8,352,197,14864,20170123
9571,4:03:36,190,352,197,14864,20170123
9571,4:03:36,192,352,197,14864,20170123
9572,4:03:37,182.8,344,189,14864,20170123
9572,4:03:37,178.4,344,189,14864,20170123
9572,4:03:37,172.6,344,189,14864,20170123
9572,4:03:37,169.1,344,189,14864,20170123
9573,4:03:38,165,336,181,14864,20170123
9573,4:03:38,162.1,336,181,14864,20170123
9573,4:03:38,156.6,336,181,14864,20170123
9573,4:03:38,153,336,181,14864,20170123
9574,4:03:39,147.6,320,165,14864,20170123
9574,4:03:39,144.5,320,165,14864,20170123
9574,4:03:39,140.8,320,165,14864,20170123
9574,4:03:39,135.4,320,165,14864,20170123
9575,4:03:40,132.9,308,153,14864,20170123
9575,4:03:40,129.6,308,153,14864,20170123
9575,4:03:40,128.1,308,153,14864,20170123
9575,4:03:40,125.6,308,153,14864,20170123
9576,4:03:41,124.8,296,141,14864,20170123
9576,4:03:41,121.6,296,141,14864,20170123
9576,4:03:41,116.3,296,141,14864,20170123
9576,4:03:41,117,296,141,14864,20170123
9577,4:03:42,115.1,288,133,14864,20170123
9577,4:03:42,113.3,288,133,14864,20170123
9577,4:03:42,109.8,288,133,14864,20170123
9577,4:03:42,108.4,288,133,14864,20170123
9578,4:03:43,106.8,268,113,14864,20170123
9578,4:03:43,105.6,268,113,14864,20170123
9578,4:03:43,102.5,268,113,14864,20170123
9578,4:03:43,99.9,268,113,14864,20170123
9579,4:03:44,95.6,256,101,14864,20170123
9579,4:03:44,95,256,101,14864,20170123
9579,4:03:44,89.8,256,101,14864,20170123
9579,4:03:44,91.3,256,101,14864,20170123
9580,4:03:45,83.6,244,75,14864,20170123
9580,4:03:45,82.3,244,75,14864,20170123
9580,4:03:45,76.4,244,75,14864,20170123
9580,4:03:45,74.9,244,75,14864,20170123
9581,4:03:46,69.3,232,60,14864,20170123
9581,4:03:46,66.6,232,60,14864,20170123
9581,4:03:46,61.8,232,60,14864,20170123
9581,4:03:46,59.8,232,60,14864,20170123
9582,4:03:47,54,204,44,14864,20170123
9582,4:03:47,51.6,204,44,14864,20170123
9582,4:03:47,46.4,204,44,14864,20170123
9582,4:03:47,43.8,204,44,14864,20170123
9583,4:03:48,39.5,188,31,14864,20170123
9583,4:03:48,36.3,188,31,14864,20170123
9583,4:03:48,32.8,188,31,14864,20170123
9583,4:03:48,30.9,188,31,14864,20170123
9584,4:03:49,27.8,176,22,14864,20170123
9584,4:03:49,25.6,176,22,14864,20170123
9584,4:03:49,23,176,22,14864,20170123
9584,4:03:49,21.5,176,22,14864,20170123
9585,4:03:50,19.3,160,15,14864,20170123
9585,4:03:50,18,160,15,14864,20170123
9585,4:03:50,16.3,160,15,14864,20170123
9585,4:03:50,15,160,15,14864,20170123
9586,4:03:51,13.4,144,10,14864,20170123
9586,4:03:51,12.4,144,10,14864,20170123
9586,4:03:51,10.8,144,10,14864,20170123
9586,4:03:51,9.5,144,10,14864,20170123
9587,4:03:52,7.9,128,4,14864,20170123
9587,4:03:52,6.9,128,4,14864,20170123
9587,4:03:52,5.1,128,4,14864,20170123
9587,4:03:52,4.4,128,4,14864,20170123
9588,4:03:53,3.1,120,2,14864,20170123
9588,4:03:53,2.4,120,2,14864,20170123
9588,4:03:53,1.8,120,2,14864,20170123
9588,4:03:53,1.5,120,2,14864,20170123
9589,4:03:54,1.1,116,1,14864,20170123
9589,4:03:54,0.9,116,1,14864,20170123
9589,4:03:54,0.9,116,1,14864,20170123
9589,4:03:54,0.9,116,1,14864,20170123
9590,4:03:55,1.3,116,1,14864,20170123
9590,4:03:55,1.4,116,1,14864,20170123
9590,4:03:55,1,116,1,14864,20170123
9590,4:03:55,0.9,116,1,14864,20170123
9591,4:03:56,0.6,112,0,14864,20170123
9591,4:03:56,0.3,112,0,14864,20170123
9591,4:03:56,0.1,112,0,14864,20170123
9591,4:03:56,0,112,0,14864,20170123
9592,4:03:57,-0.3,112,0,14864,20170123
9592,4:03:57,-0.5,112,0,14864,20170123
9592,4:03:57,-0.3,112,0,14864,20170123
9592,4:03:57,-0.1,112,0,14864,20170123
13309,6:46:43,498.8,420,452,14865,20170123
13309,6:46:43,494.8,420,452,14865,20170123
13309,6:46:43,493.3,420,452,14865,20170123
13309,6:46:43,494.4,420,452,14865,20170123
13310,6:46:44,492.6,412,440,14865,20170123
13310,6:46:44,483.9,412,440,14865,20170123
13310,6:46:44,478.6,412,440,14865,20170123
13310,6:46:44,475.9,412,440,14865,20170123
13311,6:46:45,476.9,392,424,14865,20170123
13311,6:46:45,478.1,392,424,14865,20170123
13311,6:46:45,476.9,392,424,14865,20170123
13311,6:46:45,460.3,392,424,14865,20170123
13312,6:46:46,442.1,380,416,14865,20170123
13312,6:46:46,452.1,380,416,14865,20170123
